local-authority-code,council,start_year,end_year,data_type,emission_savings,project_name,lifetime,cost,funding_source,emission_source,annual_cost,annual_savings,measurement,savings_start,comments
FIF,Fife Council,2016,2017,project,11,Waid Academy (High School) LED lighting,,57121,"Various, including SALIX",Grid Electricity ,,3600,Estimated,2017/18,Upgrading design for new academy with 100% LED lighting. The costs represent the difference between the original design which included a mix of LED and conventional lighting. 
FIF,Fife Council,2016,2017,project,16.5,"Park Road Primary School, lighting and emergency lighting upgrade",,274129,"Various, including SALIX",Grid Electricity ,,3900,Estimated,2017/18,Replacing old lighting system with new efficient LED system.
FIF,Fife Council,2016,2017,project,63.7,"Pitreavie Primary School, electric to gas heating replacement",,142500,"Various, including SALIX",Grid Electricity ,,12000,Estimated,2018/19,"Replacing an electric space and water heating system, with a gas system. "
FIF,Fife Council,2016,2017,project,10.3,"St Serf's Primary School, cavity wall insulation",,4490,Various including SALIX,Grid Electricity ,,2400,Estimated,2017/18,Installing cavity wall insulation to improve thermal efficiency. 
FIF,Fife Council,2016,2017,project,279.1,Fleet rationalisation programme,,,None,Diesel (average biofuel blend),,,Estimated,2017/18,32 vehicles rationalised from the fleet in the reporting year.  
FIF,Fife Council,2017,2018,project,1970,Light Fife Green,6,,Various,Grid Electricity ,,,Estimated,2013/14,Estimated savings figure. Fife Street lighting network upgrades continued in 2017-18 with 1306tCO2e saved on previous year.  
FIF,Fife Council,2017,2018,project,8.4,LED lighting of communal areas - Dunfermline Business centre,25,81250,Fife Council EMRF (Energy Management Revolving Fund),Grid Electricity ,,"3,235",Estimated,2017/18,"Approx annual electric consumption savings 23,808 kWh"
FIF,Fife Council,2017,2018,project,9.1,Solar PV - Kirkcaldy High School,20,25030,Fife Council EMRF (Energy Management Revolving Fund),Grid Electricity ,,"3,800",Estimated,2017/18,"Approx annual electric consumption savings 25,986 kWh"
FIF,Fife Council,2017,2018,project,17.6,WSHP Water source heat pump - Lochore Meadows Country Park,15,97420,Fife Council EMRF (Energy Management Revolving Fund),,,"16,125",Estimated,2017/18,"Approx annual electric consumption savings 50,116 kWh"
FIF,Fife Council,2017,2018,project,7.5,ASHP Air Source heat pump - Lochore Meadows Country Park,15,15490,Fife Council EMRF (Energy Management Revolving Fund),,,"4,874",Estimated,2017/18,"Approx annual electric consumption savings 21,348 kWh"
FIF,Fife Council,2017,2018,project,295,Fleet Rationalisation Programme,,,Various,Diesel (average biofuel blend),,,Estimated,2017/18,9tCO2e saved by further 5 full electric vehicles however 2 of these were replacing old electric vehicles. Savings based on previous year’s diesel consumption of vehicles replaced. Remainder savings from removing 47 vehicles from fleet as part of fleet rationalisation programme. 
FIF,Fife Council,2017,2018,project,15.8,Replacement boilers - Methilhill Primary School,,32200,Fife Council EMRF (Energy Management Revolving Fund),Grid Electricity ,,"2,300",Estimated,2017/18,"Approx annual gas consumption savings 86,000 kWh"
FIF,Fife Council,2017,2018,project,8.8,LED lighting - Pittencrieff Primary School,20,90750,Fife Council EMRF (Energy Management Revolving Fund),Grid Electricity ,,"3,380",Estimated,2017/18,"Approx annual electric consumption savings 24,998 kWh"
FIF,Fife Council,2017,2018,project,11.6,St Monans Primary School Lighting,,42959,Fife Council EMRF (Energy Management Revolving Fund),Grid Electricity ,,"1,704",Estimated,2017/18,"Approx. annual electric consumption savings 33,000 kWh"
FIF,Fife Council,2017,2018,project,,BTS (previously IT) PC auto shutdowns,,,,Grid Electricity ,,,Estimated,2017/18,"Auto shutdown covers 22,000 devices. Actual auto shutting down approx. 4,000 PC's a night. Energy and carbon savings not tracked."
FIF,Fife Council,2018,2019,project,191.57,Energy Efficiency projects,25,1124921,Various,Grid Electricity ,,268900,Estimated,2020/21,Energy Efficiency projects including LED lighting. 
FIF,Fife Council,2018,2019,project,252,Building Energy Management controls,,,Internal,Grid Electricity ,,93274,Estimated,2019/20,BEMS refinements plus restoration of shut down dates and times & removal of local controls - 50 adjustments.
FIF,Fife Council,2018,2019,project,1026,Building Energy Management controls,,,Internal,Natural Gas,,129466,Estimated,2019/20,BEMS refinements plus restoration of shut down dates and times & removal of local controls - 103 adjustments
FIF,Fife Council,2018,2019,project,3682,Light Fife Green,7,,Various,Grid Electricity ,,,Estimated,2016/17,Fife Street lighting network upgrades continued in 2018-19 with 800 columns erected and 9000 lanterns replaced with low energy LED's. Programme extended into 2019-20 to complete project. 
FIF,Fife Council,2018,2019,project,,PC auto shutdowns,,,,Grid Electricity ,,,Estimated,2016/17,Unknown saving from auto-shutdowns on 22000 devices. Average shutdown 3000 PCs/night. 1000 down from previous year
FIF,Fife Council,2018,2019,project,607,Glenrothes Energy Network,,,,Natural Gas,,,Estimated,2019/20,
FIF,Fife Council,2019,2020,project,50,Energy Efficiency projects,30,589851,Various,Grid Electricity ,,46676,Estimated,2020/21,Energy Efficiency projects including LED lighting. 
FIF,Fife Council,2019,2020,project,,Energy Efficiency projects,35,135724,Various,Natural gas,,6000,Estimated,2020/21,Single glazed windows replaced by double glazing
FIF,Fife Council,2019,2020,project,365,Building Energy Management controls,2,5000,Internal,Grid Electricity ,,162644,Estimated,2019/20,BEMS refinements plus restoration of shut down dates and times & removal of local controls - 50 adjustments.
FIF,Fife Council,2019,2020,project,1274,Building Energy Management controls,2,5000,Internal,Natural Gas,,160390,Estimated,2019/20,BEMS refinements plus restoration of shut down dates and times & removal of local controls - 103 adjustments
FIF,Fife Council,2019,2020,project,809,Light Fife Green,7,,Various,Grid Electricity ,,,Estimated,2013/14,"In 2019-20 approx. 1200 columns erected and 4500 lanterns replaced._x000D_
"
FIF,Fife Council,2020,2021,project,48.3,Touch Primary School conversion of electric heating to a wet system supplied by a Gas Absorption Air Source heat pump (GAASHP) system in existing building plus extension to the school.,20,444600,Internal Energy Management Revolving Fund for GAASHP,Grid Electricity (generation),8729,22230,Estimated,2020/21,First year of savings is the year after the report year as per guidance. 2021/22. A gas absorption air source heat pump replaced electric heating causing a reduction in electricity and an increase in natural gas (lower CO2 than gas fired boiler and more affordable but not optimum as more CO2 intensive than ASHP). This was seen as the most economical method of decarbonising but is not planned to be repeated as caused stranding of asset.
GLG,Glasgow City Council,2014,2015,project,442,Retrofit or refurbishment with LED lighting,10,203000,CEEF,Grid Electricity,1,104200,Actual,2015/16,
GLG,Glasgow City Council,2014,2015,project,1600,Improved efficiency of school IT equipment,3,210000,CEEF,Grid Electricity,10000,315000,Actual,2015/16,
GLG,Glasgow City Council,2014,2015,project,425,BMS  upgrades,15,244000,CEEF,Natural Gas,12000,80150,Estimated,2016/17,
GLG,Glasgow City Council,2014,2015,project,600,Replacing oil-fired boilers with biomass,10,1,ESCo Agreement,Gas oil,1,20000,Estimated,2014/15,
GLG,Glasgow City Council,2014,2015,project,73,Introduction of pool covers,15,126000,CEEF,Natural Gas,,10300,Estimated,2015/16,
GLG,Glasgow City Council,2014,2015,project,203,Boiler and heating system replacement,20,300000,CEEF,Natural Gas,,34500,Estimated,2016/17,
GLG,Glasgow City Council,2014,2015,project,153,Heating Controls Upgrade,10,,CEEF,Grid Electricity,,47300,Estimated,2016/17,
GLG,Glasgow City Council,2014,2015,project,150,Lighting Controls Upgrade,10,149000,CEEF,Grid Electricity,,41500,Estimated,2017/18,
GLG,Glasgow City Council,2015,2016,project,203,RSBi Heating Upgrade,20,300000,Capital and CEEF,Natural Gas,,34500,Estimated,2015,Replacement of old boilers with high efficiency CHP and controls.
GLG,Glasgow City Council,2015,2016,project,192,Shawlands High School LED Retrofit,10,224519,CEEF,Grid Electricity ,0,42538,Estimated,2016,"Completed over two phases. Phase 1 savings verified, phase 2 savings verification pending. "
GLG,Glasgow City Council,2015,2016,project,75,Duke St Car Park lighting control,10,34828,CEEF,Grid Electricity ,0,17660,Actual,2016,
GLG,Glasgow City Council,2015,2016,project,64,Blochairn Fruitmarket LED Replacement,10,59706,CEEF,Grid Electricity ,0,14776,Actual,2016,
GLG,Glasgow City Council,2015,2016,project,43,Queenspark Depot LED retrofit,10,6250,CEEF,Grid Electricity ,0,9683,Estimated,2015,
GLG,Glasgow City Council,2015,2016,project,41,The Lighthouse installation of VSDs on HVAC plant,10,7900,CEEF,Grid Electricity ,,9163,Actual,2015,
GLG,Glasgow City Council,2015,2016,project,128,Upgrade of heating control in 5 parks depots,10,21120,CEEF,Grid Electricity ,,29009,Estimated,2016,Locked timers on electric radiators
GLG,Glasgow City Council,2015,2016,project,35,The Lighthouse Upgrade of BMS,10,53353,CEEF,Natural Gas,,5659,Actual,2016,
GLG,Glasgow City Council,2015,2016,project,31,The Lighthouse VSD and controls on escalators,10,30475,CEEF,Grid Electricity ,,6463,Actual,2016,
GLG,Glasgow City Council,2015,2016,project,202,Installation of pool covers at 8 Secondary Schools,5,126071,Capital,Other,,34737,Estimated,2016,Combined savings relating to both gas and electricity consumption reduction
GLG,Glasgow City Council,2016,2017,project,1100,BMS Upgrade Programme,1,150000,SALIX,Natural Gas,,25000,Estimated,2017/18,
GLG,Glasgow City Council,2017,2018,project,6680,Street Lighting Upgrdae,10,10000000,Capital and Green Investment Bank,Grid Electricity ,5047000,144000,Actual,2017/18,Rises in unit costs mitigate financial savings. 
GLG,Glasgow City Council,2017,2018,project,240,BMS Upgardes,10,300136,SALIX,Natural Gas,25000,51172,Actual,2017/18,
GLG,Glasgow City Council,2017,2018,project,198,LED Retrofit at multi-storey car parks,10,169899,SALIX,Grid Electricity ,0,48645,Actual,2017/18,
GLG,Glasgow City Council,2020,2021,project,124,3 carparks LED lighting and control,20,311436,Salix,Grid Electricity (generation),,51430,Estimated,2020/21,
GLG,Glasgow City Council,2020,2021,project,12,Blair Court Lighting upgrade,20,"£52,000 (£26,000 Salix)",Salix,Grid Electricity (generation),,5774,Estimated,2020/21,
GLG,Glasgow City Council,2020,2021,project,144,4 secndary Schools Lighting upgrade,20,587876,Salix,Grid Electricity (generation),,68175,Estimated,2020/21,
IVC,Inverclyde Council,2014,2015,project,27,Introduction of kerbside glass recycling,,,Council and Zero Waste Scotland,Glass Recycling,,2184,Estimated,2015/16,Education campaign to promote kerbside glass recycling
IVC,Inverclyde Council,2014,2015,project,,Roll out of commercial recycling to schools and businesses,,,Council,Refuse Commercial & Industrial to Landfill,,,,2015/16,
IVC,Inverclyde Council,2014,2015,project,,Replacing existing street lamps with LEDs,,,Council,,,,,2014/15,
IVC,Inverclyde Council,2014,2015,project,,Reducing the number of street lamps in certain areas,,,Council,,,,,2015/16,
IVC,Inverclyde Council,2014,2015,project,,Driver training to promote fuel efficient driving in vehicle fleet,,,Council,,,,,2014/15,
IVC,Inverclyde Council,2014,2015,project,,Vehicle Tracking software to improve route planning,,,,,,,,,
IVC,Inverclyde Council,2014,2015,project,,Replacement of boilers in Greenock Municipal Buildings,,,,,,,,,
IVC,Inverclyde Council,2014,2015,project,,Replacing windows in Greenock Municipal Buildings to improve thermal efficiency,,,,,,,,,
IVC,Inverclyde Council,2014,2015,project,,Printer rationalisation to reduce number of printers and purchase energy efficient models,,,,,,,,,
IVC,Inverclyde Council,2014,2015,project,,Reduction and refurbishment of Council estate.,,,,,,,,,
IVC,Inverclyde Council,2015,2016,project,6,Newark House sold for demolition,0,0,,Grid Electricity ,0,1282,Estimated,2015/16,This is the complete set of projects which is fewer than 10.
IVC,Inverclyde Council,2015,2016,project,13,Newark House sold for demolition,0,0,,Natural Gas,0,2064,Estimated,2015/16,
IVC,Inverclyde Council,2015,2016,project,1,Newark House sold for demolition,0,0,,Water - Supply,0,1131,Estimated,2015/16,Supply + Treatment as together they add up to a whole number.
IVC,Inverclyde Council,2015,2016,project,25,Boiler replacement in Greenock Municipal Buildings,15,78000,Internal,Natural Gas,,3859,Estimated,2015/16,
IVC,Inverclyde Council,2015,2016,project,88,Data Centre improvements and server virtualisation,,,Internal,Grid Electricity ,,12864,Actual,2015/16,Unknown costs
IVC,Inverclyde Council,2015,2016,project,17,Printer rationalisation and purchase of more energy efficient MFDs,,,Internal,Grid Electricity ,,2567,Estimated,2015/16,Unknown costs
IVC,Inverclyde Council,2015,2016,project,42,Dalrymple House sold for demolition,0,0,,Grid Electricity ,0,8482,Estimated,2015/16,
IVC,Inverclyde Council,2015,2016,project,1,Dalrymple House sold for demolition,0,0,,Water - Supply,0,1574,Estimated,2015/16,Supply + Treatment as together they add up to a whole number.
